0.0094035,0.00382836
0.00940345,0.3
0.00940344,0.01
0.00940335,0.3
0.00940334,0.01
0.00940325,0.3
0.00940324,0.01
0.00940315,0.3
0.00940314,0.01
0.00940309,0.3
0.00940308,0.01
0.00940305,0.3
0.00940304,0.01
0.00940294,0.01
0.00940284,0.01
0.00940274,0.01
0.00940268,0.01
0.00940264,0.01
0.00940261,0.01
0.00940254,0.01
0.00940244,0.01
0.00940234,0.01
0.00940224,0.01
0.00940214,0.01
0.00940204,0.01
0.00940194,0.01
0.00940184,0.01
0.00940183,0.5
0.00940181,0.5
0.00940174,0.01
0.00940164,0.01
0.00940161,0.01
0.00940154,0.01
0.00940144,0.01
0.00940134,0.01
0.00940124,0.01
0.00940114,0.01
0.00940104,0.01
0.00940094,0.01
0.00940084,0.01
0.00940074,0.01
0.00940069,0.05
0.00940067,0.01
0.00940064,0.01
0.00940051,0.01
0.0094004,0.01
0.0094003,0.01
0.00940005,0.05
0.00940003,0.01
0.00940001,0.01
0.0094,4.2005
0.00939999,12.00441534
0.00939998,0.01
0.00939997,0.5
0.00939996,0.00770322
0.00939991,0.01
0.0093999,20
0.00939981,0.01
0.00939976,0.01
0.00939971,0.02
0.00939961,0.01
0.00939946,0.01
0.00939936,0.01
0.00939926,0.01036598
0.00939916,0.01
0.00939906,0.01
0.009399,7.44795521
0.00939896,0.01
0.00939889,0.07603557
0.00939886,0.01
0.0093988,0.5014316
0.00939876,0.02
0.00939866,0.01
0.00939856,0.01
0.00939846,0.01
0.00939824,0.02839418
0.00939822,0.01
0.00939786,0.5
0.00939783,0.01
0.00939782,0.5
0.00939769,0.01
0.00939736,2
0.00939733,0.01
0.00939722,0.02
0.00939714,0.01
0.0093971,0.02
0.00939708,0.01
0.00939695,2
0.00939687,0.01
0.00939683,2
0.00939682,0.5
0.00939664,0.01
0.0093966,0.01
0.00939651,0.01
0.00939641,0.01
0.00939617,0.01
0.00939608,2
0.009396,13.42
0.00939598,0.01
0.00939589,2
0.00939588,2.01
0.00939582,0.5
0.00939578,0.01
0.00939568,0.01
0.00939559,2
0.00939558,0.01
0.00939548,0.01
0.00939538,0.01
0.00939528,0.01
0.00939518,2.01
0.00939508,0.01
0.00939498,0.01
0.00939488,0.01
0.00939482,0.5
0.00939455,2
0.00939453,2.01
0.0093943,0.01
0.00939414,0.01
0.00939389,0.01
0.00939362,2
0.00939317,0.037473
0.009393,0.01
0.0093925,2
0.00939202,7.8406983
0.009392,104.019
0.00939193,0.00036733
0.00939188,0.67604462
0.00939094,0.0001
0.00939061,2
0.00939019,2
0.00939001,10.1
0.00939,90.8801787
0.00938956,2
0.00938942,0.01
0.00938918,2
0.00938725,0.587334
0.00938718,0.5
0.00938625,0.00026691
0.009385,2.4189
0.00938456,0.01
0.00938439,0.00128097
0.00938431,0.01
0.00938406,0.5
0.00938402,0.01
0.00938353,0.587567
0.009383,0.05
0.00938222,0.01
0.00938212,0.01
0.0093821,9.4
0.00938202,0.01
0.00938192,0.01
0.00938182,0.01
0.00938172,0.01
0.00938162,0.01
0.00938152,0.01
0.00938149,0.05
0.00938148,0.05
0.00938142,0.01
0.00938132,0.01
0.00938122,0.01
0.00938112,0.01
0.00938102,0.01
0.00938092,0.01
0.00938082,0.01
0.00938072,0.01
0.00938062,0.01
0.00938052,0.01
0.00938042,0.01
0.00938032,0.01
0.00938022,0.01
0.00938012,0.01
0.00938006,0.05
0.00938005,10
0.00938002,0.01
0.00938001,0.05
0.00938,225.592
0.00937988,0.73328763
0.0093798,0.5878
0.00937884,0.05
0.00937858,0.01
0.00937848,0.01
0.00937838,0.01
0.00937828,0.01
0.00937818,0.01
0.00937808,0.01
0.00937798,0.01
0.00937788,0.01
0.00937778,0.01
0.00937768,0.01
0.00937766,0.01
0.00937758,0.01
0.00937748,0.01
0.00937738,0.01
0.00937732,0.01
0.00937728,0.01
0.00937718,0.01
0.00937708,0.01
0.00937698,0.01
0.00937688,0.01
0.00937678,0.01
0.00937668,0.01
0.00937659,0.05
0.00937658,0.01
0.00937657,0.05
0.00937648,0.01
0.00937638,0.01
0.00937628,0.01
0.00937618,0.01
0.00937608,0.598034
0.00937598,0.02
0.00937588,0.01
0.00937578,0.01
0.00937568,0.01
0.00937558,0.01
0.00937548,0.01
0.00937538,0.01
0.00937528,0.01
0.00937518,0.01
0.00937511,0.05
0.0093751,3
0.00937508,0.01
0.009375,0.05
0.00937498,0.01
0.00937489,0.00500267
0.00937488,0.01
0.00937454,0.05
0.00937363,0.01
0.00937236,0.683232
0.00937235,0.588268
0.00937076,0.01
0.00937051,0.01
0.00937033,0.01
0.00937023,0.01
0.00937001,9
0.00937,715.41
0.00936884,0.01
0.00936813,0.683541
0.00936788,0.79537846
0.009366,0.086557
0.00936537,0.02708317
0.009365,20.454794
0.00936401,0.05
0.009364,30
0.00936391,0.683849
0.009363,30
0.00936294,0.01
0.00936284,0.01
0.00936274,0.01
0.00936264,0.01
0.009362,30
0.009361,30
0.00936063,0.05
0.00936052,0.05
0.0093605,0.455012
0.00936045,0.02721926
0.00936026,0.05
0.0093601,50
0.00936005,10
0.00936,99.44474
0.00935969,0.684157
0.00935925,0.01
0.009359,45
0.009358,50
0.009357,40
0.00935667,0.01
0.00935657,0.01
0.00935647,0.01
0.00935637,0.01
0.00935627,0.01
0.00935617,0.01
0.009356,40.455231
0.00935588,0.8627291
0.00935547,0.684466
0.00935538,0.02735604
0.009355,40
0.009354,40
0.009353,254
0.0093528,10
0.009352,41.5
